matchId,queueId,Diff-A,Diff-K,Diff_CS,Diff_FirstBLOOD,Diff_FirstDRAGON,Diff_FirstHERALD,Diff_Firsttower,Diff_Inhibitor,Diff_LV,Diff_WARDkill,Diff_WARDplaced,Diff_jglCS,dragonType,result
KR_6725118502,420,-2,2,63,-1,-1,1,1,0,4,-1,3,31,1,1
KR_6749059469,420,1,2,63,1,-1,1,1,0,-1,2,-5,24,5,1
KR_6745165469,420,-4,-1,-36,-1,-1,1,0,0,1,6,-2,19,6,1
KR_6750767056,420,9,7,104,1,1,1,1,0,3,33,-43,-9,2,1
KR_6732627982,420,4,-1,-26,1,1,-1,-1,0,-2,-7,19,-3,5,1
KR_6737922893,420,5,8,86,1,1,1,1,0,4,4,4,12,3,1
KR_6732767875,420,-10,-7,-24,1,-1,1,1,0,-5,1,2,-23,2,1
KR_6744286566,420,11,6,46,1,1,-1,1,0,4,5,-6,0,5,1
KR_6747980006,450,-69,-16,2,-1,0,0,-1,-1,-2,0,17,0,0,1
KR_6742176406,420,22,9,28,-1,1,1,1,0,3,2,4,24,6,1
KR_6746464518,420,1,-1,-8,-1,-1,-1,-1,0,1,-1,-9,-3,5,1
KR_6748423574,420,3,-2,37,-1,1,1,0,0,1,5,-5,-4,2,1
KR_6749220003,420,-7,-7,72,1,0,-1,1,0,-3,-5,-36,-32,0,1
KR_6746636370,450,-29,3,-7,-1,0,0,-1,0,2,-14,33,0,0,1
KR_6749984590,420,20,20,41,1,1,1,1,0,6,2,-13,20,5,1
KR_6750587109,420,15,14,70,-1,1,-1,1,0,6,7,18,0,2,1
KR_6740253259,420,2,0,18,-1,-1,-1,0,0,-1,9,-12,4,1,1
KR_6751442104,420,25,27,121,1,1,1,1,0,9,9,-43,30,6,1
KR_6751472678,420,3,4,45,1,-1,1,1,0,-1,-7,1,-38,3,1
KR_6750021756,450,10,3,13,-1,0,0,1,1,0,0,0,0,0,1
KR_6749577841,420,8,3,42,1,1,1,0,0,0,-2,-8,-27,6,1
KR_6744925434,420,4,4,-22,1,1,-1,0,0,1,13,-13,-4,6,1
KR_6747174197,420,20,17,67,1,1,-1,1,0,7,3,7,-4,4,1
KR_6737533049,420,3,1,-2,1,-1,1,0,0,-1,-4,58,1,3,1
KR_6743209049,420,9,9,23,-1,1,-1,-1,0,3,-3,6,-8,2,1
KR_6748050502,450,5,1,69,-1,0,0,1,1,1,24,-105,0,0,1
KR_6746562275,420,7,10,129,1,0,-1,1,0,7,4,-8,15,0,1
KR_6724319872,420,1,-2,-72,1,1,-1,-1,0,-1,-2,5,3,2,1
KR_6744231588,420,3,3,41,1,-1,1,1,0,0,2,29,8,4,1
KR_6748381115,420,30,18,130,1,-1,1,1,0,7,-2,0,39,5,1
KR_6719230270,440,7,2,24,1,-1,1,1,0,-2,-2,6,-8,6,1
KR_6742290177,420,6,0,-29,1,-1,-1,-1,0,2,29,-17,-20,5,1
KR_6744544610,420,4,-1,24,1,-1,-1,1,0,0,-5,8,13,6,1
KR_6746559811,420,-22,-13,8,-1,-1,1,1,0,-5,5,17,7,6,1
KR_6747444668,420,10,10,66,1,1,1,1,0,9,7,34,48,5,1
KR_6742453223,420,0,0,39,-1,-1,-1,-1,0,2,11,-39,-19,4,1
KR_6739748188,420,5,7,11,-1,1,-1,1,0,2,3,-37,18,1,1
KR_6736285799,420,-13,-3,-8,-1,1,1,1,0,4,-3,1,31,5,1
KR_6746942074,420,8,7,-11,-1,0,1,1,0,3,-1,20,20,0,1
KR_6714766661,420,1,7,20,-1,1,1,1,0,0,7,-5,-12,5,1
KR_6751108757,420,14,5,24,-1,1,1,1,0,3,-5,53,11,3,1
KR_6730562379,420,18,10,47,-1,-1,1,1,0,5,4,-27,29,4,1
KR_6748391336,420,-6,-1,16,1,1,1,-1,0,-3,-2,17,9,2,1
KR_6750100076,420,1,8,52,-1,1,-1,1,0,5,4,-4,12,2,1
KR_6750110672,420,17,10,-29,1,1,-1,-1,0,2,-6,5,10,1,1
KR_6744247495,430,18,12,-28,1,1,-1,-1,0,1,-6,16,-8,6,1
KR_6734351629,450,2,0,17,-1,0,0,1,0,2,0,0,0,0,1
KR_6750719553,420,-3,0,22,1,1,1,0,0,0,-3,47,20,2,1
KR_6744735879,420,-4,0,-34,1,-1,1,1,0,1,-1,12,47,6,1
KR_6739407669,420,8,11,50,1,-1,1,1,0,6,3,30,26,6,1
KR_6745727343,420,9,6,23,1,1,-1,-1,0,0,0,-24,6,5,1
KR_6748853491,420,0,-1,-47,1,1,-1,-1,0,-2,5,-7,8,2,1
KR_6744836832,420,28,20,65,1,1,1,1,0,8,1,13,31,5,1
KR_6740531586,420,4,7,78,1,1,1,1,0,6,-5,6,29,6,1
KR_6747015199,420,-13,-7,-62,1,1,-1,-1,0,-5,3,15,-1,4,1
KR_6745907755,420,-6,-7,-32,1,1,-1,0,0,-2,2,-20,-1,3,1
KR_6748464784,450,6,5,-1,-1,0,0,-1,1,2,0,0,0,0,1
KR_6750688909,420,8,7,-5,1,1,-1,-1,0,2,-5,41,-10,5,1
KR_6748580687,420,11,3,-42,1,1,1,1,0,1,1,4,-9,3,1
KR_6744798053,420,1,3,22,-1,1,1,1,0,-1,-1,303,-5,1,1
KR_6731261401,420,18,21,103,1,1,1,1,0,9,-1,18,56,2,1
KR_6732469958,440,4,6,7,1,1,1,-1,0,1,1,6,0,1,1
KR_6743508276,420,-2,3,12,1,1,1,0,0,1,0,-37,0,5,1
KR_6745331921,420,13,11,31,-1,1,1,1,0,7,2,-8,40,6,1
KR_6747209630,420,0,4,54,1,1,1,1,0,1,-11,17,4,3,1
KR_6746724102,420,9,7,-56,-1,-1,-1,-1,0,1,-4,-25,4,4,1
KR_6747416629,420,19,11,58,1,1,1,1,0,3,2,0,16,1,1
KR_6742046305,440,-8,6,112,1,1,1,1,0,7,-1,-8,51,1,1
KR_6750598059,450,58,18,-24,1,0,0,1,2,2,0,0,0,0,1
KR_6725579178,420,12,11,62,1,1,1,1,0,4,7,2,40,4,1
KR_6740050859,450,-39,-9,13,1,0,0,1,1,-3,8,-36,0,0,1
KR_6740492950,420,-12,-4,27,-1,-1,1,1,0,-1,-5,5,-12,5,1
KR_6745434139,420,-2,-4,53,-1,1,-1,-1,0,-2,9,-39,12,3,1
KR_6750288283,420,-3,3,26,1,1,-1,0,0,0,-5,8,8,1,1
KR_6751637204,420,0,-5,-3,-1,1,-1,-1,0,-2,2,36,-2,3,1
KR_6750157544,420,8,6,19,-1,1,1,-1,0,2,-1,-18,-18,4,1
KR_6742200133,420,6,4,-19,1,1,-1,1,0,1,-7,15,-7,6,1
KR_6746672707,420,8,5,15,-1,1,1,1,0,3,9,11,7,1,1
KR_6748371029,420,3,3,23,-1,-1,1,1,0,0,1,1,3,3,1
KR_6727906226,420,-14,-3,14,-1,1,1,1,0,1,-2,11,-1,3,1
KR_6744250117,420,5,13,40,-1,1,1,1,0,6,5,-4,0,5,1
KR_6746725714,450,-21,-19,-13,-1,0,0,-1,-1,-5,4,-59,0,0,1
KR_6746668025,450,66,19,26,1,0,0,1,1,4,0,0,0,0,1
KR_6748248100,420,-3,-2,-27,-1,1,1,1,0,0,-10,15,35,1,1
KR_6750320090,420,18,6,38,1,-1,-1,0,0,0,-2,8,4,1,1
KR_6748706791,420,24,11,2,1,1,-1,-1,0,3,9,34,-7,5,1
KR_6738599362,420,9,6,0,1,1,-1,0,0,3,0,0,-3,5,1
KR_6725972813,420,-1,0,5,-1,-1,1,0,0,1,0,-40,21,3,1
KR_6742522715,440,5,-1,63,-1,-1,1,1,0,2,4,-6,-11,1,1
KR_6748772876,420,5,8,13,1,-1,-1,1,0,4,3,-6,-2,6,1
KR_6746187755,420,1,3,49,1,-1,-1,-1,0,0,-9,29,7,6,1
KR_6738411488,850,26,24,-5,1,0,1,1,0,7,0,42,132,0,1
KR_6718585526,420,6,3,70,1,-1,1,1,0,3,1,-2,64,1,1
KR_6741202361,420,8,2,-30,-1,1,1,-1,0,2,-3,31,19,1,1
KR_6751003208,420,1,-3,17,1,-1,-1,-1,0,-2,-3,1,3,5,1
KR_6750572215,420,-6,-1,55,1,-1,1,0,0,0,0,-2,4,1,1
KR_6744748564,420,23,11,-13,-1,1,-1,1,0,3,2,13,2,3,1
KR_6745137974,420,-3,-1,19,1,-1,-1,-1,0,2,3,-19,34,5,1
KR_6751425929,420,2,1,14,-1,-1,-1,-1,0,-1,1,-2,11,6,1
KR_6750476237,420,15,20,84,1,1,1,1,0,10,4,4,32,2,1
KR_6735967134,420,8,4,5,-1,-1,1,0,0,2,3,-11,9,5,1
KR_6738825492,420,-4,-1,15,-1,-1,1,1,0,4,6,-11,20,5,1
KR_6746314546,420,3,-1,6,-1,-1,-1,-1,0,-3,2,-40,-2,3,1
KR_6750566709,420,21,11,1,1,1,1,1,0,5,2,0,27,1,1
KR_6750331377,420,0,0,-22,-1,-1,1,0,0,-1,-6,43,4,1,1
KR_6746070427,420,3,0,-2,-1,-1,-1,1,0,0,1,-35,-43,2,1
KR_6752210754,450,-26,-6,-3,-1,0,0,1,-1,-2,0,-141,0,0,1
KR_6744584433,420,1,3,0,1,1,1,1,0,3,2,-12,16,3,1
KR_6745104475,420,8,8,5,1,1,1,1,0,0,-4,-61,-8,1,1
KR_6751308626,450,77,18,35,-1,0,0,1,1,6,0,0,0,0,1
KR_6747497698,420,8,1,67,-1,1,1,1,0,0,1,-2,-3,4,1
KR_6750954492,420,9,4,0,-1,1,-1,-1,0,1,1,3,1,6,1
KR_6751125199,450,24,7,-25,1,0,0,1,1,1,0,68,0,0,1
KR_6743882567,420,7,4,18,1,-1,1,1,0,2,2,-7,35,6,1
KR_6750587131,450,73,28,27,-1,0,0,1,1,9,0,0,0,0,1
KR_6751566303,430,10,7,-38,1,1,-1,-1,0,-2,-1,-6,-17,6,1
KR_6751533509,420,-4,-2,14,-1,1,1,1,0,-2,1,-3,18,4,1
KR_6748056535,420,1,-2,25,1,1,1,1,0,0,1,31,20,3,1
KR_6751565722,420,1,5,-10,1,-1,1,1,0,3,-6,2,35,5,1
KR_6744063239,420,6,5,41,-1,1,-1,-1,0,4,1,-9,36,1,1
KR_6723498070,440,2,10,101,1,1,-1,1,0,5,-2,2,46,5,1
KR_6750685337,420,18,8,-4,1,1,1,1,0,2,3,-3,20,1,1
KR_6744260437,420,18,13,45,1,1,1,1,0,7,1,34,51,2,1
KR_6736952820,440,22,14,27,1,-1,-1,1,0,3,-3,5,-4,4,1
KR_6738685932,450,86,22,8,-1,0,0,1,1,7,23,-6,0,0,1
KR_6743078369,420,5,0,-1,-1,1,-1,-1,0,3,2,-3,31,1,1
KR_6750981794,700,27,22,158,1,0,1,1,0,9,-1,16,36,0,1
KR_6746674524,420,13,9,53,-1,-1,1,1,0,2,5,-3,-16,6,1
KR_6748789588,420,-11,-8,-42,-1,-1,1,1,0,-2,-4,-4,17,5,1
KR_6738962718,420,16,10,25,1,1,1,1,0,0,7,4,-78,4,1
KR_6744265234,430,3,5,45,-1,1,0,0,0,7,-6,4,24,3,1
KR_6751865261,420,-4,-3,-23,-1,-1,1,0,0,-2,1,9,9,2,1
KR_6747503340,420,-3,7,31,-1,0,1,1,0,3,7,2,5,0,1
KR_6745032826,420,14,7,21,-1,1,1,1,0,5,2,0,15,2,1
KR_6748003112,420,15,10,-32,1,1,1,1,0,1,-3,-3,24,5,1
KR_6737642225,420,5,12,9,1,-1,1,1,0,3,21,-38,10,3,1
KR_6750098694,420,-8,-7,-42,-1,-1,1,1,0,-2,10,-23,-3,1,1
KR_6750037946,420,-6,-4,30,1,-1,1,0,0,1,-2,-8,-33,1,1
KR_6743204988,420,9,2,-18,1,1,1,1,0,4,5,0,51,1,1
KR_6750623556,420,6,5,-26,-1,1,1,-1,0,1,3,6,9,4,1
KR_6732985152,420,31,27,82,1,0,1,1,0,6,0,4,16,0,1
KR_6720488307,420,8,13,78,1,1,1,1,0,5,7,-58,25,3,1
KR_6745321977,420,6,6,20,1,0,1,1,0,3,0,-1,7,0,1
KR_6747516491,420,11,4,32,1,-1,-1,-1,0,0,6,0,3,5,1
KR_6750993211,420,21,13,-6,1,1,-1,1,0,4,-4,-7,16,3,1
KR_6748396945,420,9,11,57,-1,-1,1,1,0,3,1,19,-8,5,1
KR_6743778760,450,-39,-12,14,-1,0,0,-1,-1,-1,0,-38,0,0,1
KR_6749167932,420,-2,2,-71,1,1,1,0,0,1,-1,7,5,2,1
KR_6751463295,450,19,-1,14,-1,0,0,1,0,0,-2,-16,0,0,1
KR_6738557237,420,7,3,22,1,1,1,1,0,2,2,32,-11,4,1
KR_6738405092,420,-7,-5,34,1,-1,1,1,0,1,8,-45,9,1,1
KR_6749621983,420,10,4,45,1,1,1,1,0,1,-1,5,10,4,1
KR_6744116614,420,5,9,-10,1,-1,1,1,0,3,2,-8,26,2,1
KR_6724432926,420,12,9,33,1,-1,1,1,0,5,5,-5,0,2,1
KR_6747194444,420,3,1,-34,-1,1,-1,-1,0,-1,-5,7,-17,6,1
KR_6742635948,420,12,15,105,-1,1,1,1,0,5,-2,5,-18,1,1
KR_6750635089,700,-7,2,74,-1,-1,1,1,0,-1,-1,-1,0,5,1
KR_6747781137,450,29,7,2,1,0,0,-1,-1,2,0,8,0,0,1
KR_6744779036,420,17,14,108,1,1,1,1,0,7,1,5,50,3,1
KR_6745621835,420,-1,3,35,1,-1,-1,1,0,1,10,-52,-5,4,1
KR_6747424225,420,3,5,42,-1,1,1,1,0,1,-10,5,11,3,1
KR_6723208482,430,15,3,55,-1,1,1,1,0,1,-3,271,36,5,1
KR_6750010676,420,-8,-4,70,-1,1,1,1,0,0,3,1,-24,4,1
KR_6718872304,420,15,13,14,-1,-1,1,1,0,4,3,3,4,1,1
KR_6737673032,420,6,7,-28,1,1,1,1,0,4,7,-3,24,5,1
KR_6749813327,450,5,8,4,-1,0,0,-1,0,3,0,58,0,0,1
KR_6720621537,420,-6,9,9,-1,1,-1,1,0,4,-2,0,1,2,1
KR_6732106529,450,59,14,8,-1,0,0,1,1,6,-8,91,0,0,1
KR_6741360899,420,18,22,92,1,1,1,1,0,6,2,2,22,1,1
KR_6750668320,420,-5,-2,6,-1,1,-1,0,0,-1,-12,8,4,4,1
KR_6746707368,450,6,3,-19,-1,0,0,-1,1,4,0,0,0,0,1
KR_6751611340,420,9,2,-48,-1,-1,1,1,0,-1,1,1,26,2,1
KR_6721548861,420,17,19,111,1,1,1,1,0,7,-1,37,20,1,1
KR_6738543371,420,3,3,33,1,0,1,-1,0,0,0,-38,-4,0,1
KR_6746085598,420,6,0,-11,1,1,-1,-1,0,-1,-2,2,-6,5,1
KR_6743703574,420,22,14,13,1,-1,1,1,0,5,-3,2,32,3,1
KR_6731960923,420,11,13,50,-1,-1,1,1,0,2,-1,-16,-19,5,1
KR_6748292370,420,0,2,26,1,1,1,0,0,2,-1,-6,24,2,1
KR_6749381389,420,4,6,92,-1,-1,-1,1,0,2,0,-6,-5,6,1
KR_6732965077,420,5,6,-3,1,1,-1,-1,0,2,1,33,1,5,1
KR_6750630013,450,62,25,10,1,0,0,1,1,5,0,20,0,0,1
KR_6747909205,420,11,11,73,1,1,-1,1,0,4,0,5,21,6,1
KR_6749874596,420,2,3,64,-1,1,-1,0,0,0,-6,40,-4,6,1
KR_6743426375,420,1,0,-5,1,-1,1,0,0,-1,-5,12,-18,6,1
KR_6725321002,420,7,11,55,1,1,-1,1,0,4,-2,28,5,4,1
KR_6747654421,420,6,6,10,1,-1,1,-1,0,2,7,-31,12,3,1
KR_6745348473,420,9,8,12,1,1,-1,1,0,2,1,13,-13,5,1
KR_6752003371,420,8,2,-49,1,1,-1,-1,0,-3,-3,-33,7,5,1
KR_6743623149,420,7,5,50,1,1,1,1,0,2,-5,15,24,5,1
KR_6744552637,420,14,3,56,1,1,-1,1,0,1,-6,65,-14,2,1
KR_6745268581,420,2,3,-4,-1,1,1,1,0,2,-6,-17,19,1,1
KR_6747859921,420,18,8,14,1,1,-1,-1,0,3,-4,-25,11,3,1
KR_6751635119,450,16,8,4,-1,0,0,1,1,2,0,-27,0,0,1
KR_6740468070,420,9,7,11,1,1,1,0,0,2,3,5,10,3,1
KR_6740283900,420,2,4,15,1,1,1,-1,0,3,1,-1,-4,3,1
KR_6725725688,420,-7,-2,29,1,-1,1,1,0,1,-1,2,-11,2,1
KR_6749843350,450,6,3,-3,1,0,0,1,0,0,0,-43,0,0,1
KR_6748182793,450,7,6,-9,1,0,0,-1,1,3,0,1,0,0,1
KR_6737979422,420,12,10,42,-1,-1,1,1,0,3,-2,-2,1,2,1
KR_6746746965,420,5,3,48,-1,-1,1,0,0,3,3,-3,-5,4,1
KR_6743295938,420,5,5,70,-1,1,1,1,0,1,6,19,19,6,1
KR_6747569044,420,14,6,3,1,1,-1,-1,0,1,-7,17,10,5,1
KR_6736013453,420,7,6,53,-1,-1,1,1,0,2,2,-183,-14,1,1
KR_6734998694,420,24,20,100,1,1,-1,1,0,7,7,-3,12,5,1
KR_6733515668,420,6,7,17,1,1,1,1,0,0,-7,-26,26,1,1
KR_6743833497,420,3,4,-47,1,1,1,1,0,0,0,-26,1,5,1
KR_6748013237,420,2,1,-49,-1,1,-1,-1,0,0,5,-13,-20,2,1
KR_6733616935,420,15,6,30,1,1,1,1,0,3,5,5,19,1,1
KR_6721644888,420,-2,-1,-36,-1,1,1,-1,0,-4,-3,3,8,3,1
KR_6748051711,450,-20,0,27,-1,0,0,1,1,4,0,58,0,0,1
KR_6749519254,420,21,13,62,1,1,-1,1,0,4,8,0,-1,3,1
KR_6751453820,420,0,2,15,-1,1,1,0,0,0,2,-12,-5,4,1
KR_6751457562,420,-11,-9,35,1,1,-1,-1,0,0,-2,-52,27,5,1
KR_6745647330,420,10,6,-78,1,1,1,1,0,-1,-4,7,9,4,1
KR_6744263878,420,12,2,52,1,-1,1,0,0,3,6,-2,-27,4,1
KR_6742968601,420,10,10,11,-1,-1,1,1,0,3,4,44,51,6,1
KR_6747152724,420,4,0,24,-1,1,-1,-1,0,0,-3,-133,25,6,1
KR_6742038145,450,-9,-8,-11,-1,0,0,1,0,-2,0,0,0,0,1
KR_6739605210,420,8,5,86,1,1,1,1,0,5,1,19,23,2,1
KR_6750384600,420,11,10,65,1,1,-1,-1,0,4,6,2,-17,2,1
KR_6748952348,420,7,3,-17,1,1,1,1,0,3,-8,9,3,4,1
KR_6749607111,420,-5,1,29,1,1,-1,1,0,2,-1,-37,28,1,1
KR_6745425869,420,6,2,-10,-1,-1,-1,-1,0,0,-10,2,-16,4,1
KR_6749884119,420,20,13,84,-1,-1,-1,1,0,6,2,2,12,6,1
KR_6750370614,420,5,5,7,1,-1,-1,1,0,1,2,-6,5,3,1
KR_6735486520,420,4,3,2,1,-1,-1,1,0,1,1,7,21,4,1
KR_6750969348,420,14,6,5,-1,-1,-1,-1,0,1,-2,-33,-32,4,1
KR_6745725063,420,10,9,1,1,-1,1,1,0,5,0,0,15,5,1
KR_6726901133,420,15,1,-66,1,1,-1,-1,0,-2,0,35,9,6,1
KR_6751553972,420,-2,3,21,-1,1,-1,0,0,1,36,-12,-13,5,1
KR_6725715769,420,4,9,-8,1,1,1,1,0,3,-13,57,33,4,1
KR_6741213416,420,1,2,57,1,-1,1,1,0,4,0,11,33,3,1
KR_6748056533,420,-1,2,36,1,-1,1,1,0,-1,-3,0,4,3,1
KR_6738075335,420,-9,-5,-11,1,1,-1,-1,0,1,0,-3,5,5,1
KR_6745775375,420,5,11,49,1,1,1,1,0,1,-3,14,-4,4,1
KR_6752019574,420,5,4,-8,-1,-1,1,1,0,1,4,-36,42,1,1
KR_6748296494,450,12,0,-10,1,0,0,-1,1,4,-1,15,0,0,1
KR_6749611626,420,-3,-2,-22,1,1,1,1,0,0,0,1,-26,6,1
KR_6749058914,420,23,14,2,1,1,1,1,0,3,-1,-9,36,5,1
KR_6745435374,420,-6,-1,60,1,1,1,1,0,1,-3,36,3,3,1
KR_6751723340,420,-2,1,-6,1,1,1,1,0,0,6,-25,1,2,1
KR_6750048626,420,7,13,55,-1,-1,1,1,0,3,-1,14,-24,6,1
KR_6750510302,450,8,-8,0,1,0,0,-1,0,-3,0,0,0,0,1
KR_6745105326,420,5,2,-4,1,-1,1,1,0,2,7,-21,0,3,1
KR_6751610119,450,60,8,16,1,0,0,1,1,1,22,-50,0,0,1
KR_6744459941,420,10,8,27,1,1,-1,-1,0,0,3,-2,-30,3,1
KR_6748538389,420,8,4,24,-1,-1,-1,-1,0,0,-3,11,-16,2,1
KR_6745079547,420,-1,1,-55,-1,-1,-1,-1,0,0,-2,-3,-16,5,1
KR_6725142042,450,38,15,2,1,0,0,1,0,2,0,0,0,0,1
KR_6750344461,420,10,11,30,-1,1,1,1,0,6,5,-7,9,4,1
KR_6735414945,420,7,10,9,1,1,1,0,0,5,3,4,20,1,1
KR_6736853045,420,-3,-1,16,-1,-1,1,1,0,2,4,-6,46,1,1
KR_6743801133,420,6,5,-21,1,1,-1,-1,0,1,6,57,47,4,1
KR_6750508918,450,6,-3,8,-1,0,0,-1,-1,-2,0,-6,0,0,1
KR_6743758151,420,5,3,2,1,1,-1,-1,0,1,2,-10,15,6,1
KR_6749261849,420,18,16,22,1,1,-1,1,0,5,-5,8,27,3,1
KR_6733956092,420,19,13,17,1,1,-1,1,0,5,4,3,8,3,1
KR_6746475787,430,6,6,5,1,1,1,1,0,2,1,-9,24,6,1
KR_6747986747,420,0,0,-9,-1,-1,1,1,0,2,-7,4,-11,4,1
KR_6739429946,420,0,8,79,1,1,1,1,0,5,1,-1,26,4,1
KR_6750258223,430,-3,1,62,-1,1,1,0,0,-1,3,-4,-31,3,1
KR_6743642389,420,7,4,48,1,-1,1,1,0,4,13,-20,26,6,1
KR_6724238969,420,-9,-4,32,1,1,1,1,0,0,4,2,-7,4,1
KR_6746717665,420,3,4,23,-1,-1,1,0,0,1,4,-9,15,2,1
KR_6749638620,450,-24,-3,-11,-1,0,0,-1,0,0,0,49,0,0,1
KR_6742013929,420,4,5,39,1,1,1,1,0,3,1,29,23,5,1
KR_6739968428,850,21,35,224,-1,0,0,1,1,8,-1,7,20,0,1
KR_6744545513,420,17,18,119,1,1,1,1,0,6,-2,18,34,1,1
KR_6747058574,420,9,6,-90,1,1,1,-1,0,1,6,32,16,2,1
KR_6734643839,420,15,15,81,1,1,1,1,0,7,7,-5,19,4,1
KR_6751341575,450,-39,-10,-15,1,0,0,1,0,-4,-16,37,0,0,1
KR_6736593071,420,-5,-6,-55,-1,-1,-1,0,0,-2,-5,38,13,6,1
KR_6731542927,420,-26,-7,10,1,1,1,1,0,-2,-1,17,4,1,1
KR_6734686017,420,-4,-1,-27,-1,1,1,0,0,-1,4,-14,16,4,1
KR_6744269168,420,-3,2,8,1,0,1,1,0,1,0,33,28,0,1
KR_6734592841,420,2,2,-4,1,1,-1,-1,0,1,-2,20,6,1,1
KR_6746169104,420,3,7,74,1,1,-1,1,0,4,-1,16,13,1,1
KR_6719075933,420,7,2,-9,-1,-1,1,1,0,3,-1,17,8,3,1
KR_6739058788,420,8,12,75,1,-1,1,1,0,7,3,-5,36,2,1
KR_6751193741,420,19,12,50,1,1,1,1,0,3,9,21,1,2,1
KR_6744647374,420,-5,-5,22,-1,-1,-1,-1,0,-2,0,26,-27,6,1
KR_6745309331,420,-1,3,9,1,1,-1,1,0,2,-7,46,30,1,1
KR_6746215830,420,-3,2,91,1,1,-1,1,0,0,1,7,-22,4,1
KR_6747630662,420,5,6,39,1,1,-1,1,0,2,5,4,8,4,1
KR_6734119188,420,1,7,115,1,1,1,1,0,4,3,9,14,1,1
KR_6735066752,420,8,7,-25,1,-1,1,1,0,1,2,-4,-20,6,1
KR_6747344706,420,9,8,-15,1,1,1,-1,0,-1,1,29,-18,6,1
KR_6744137013,420,8,11,20,-1,1,1,1,0,4,6,-3,43,1,1
KR_6741091468,420,15,12,20,1,1,-1,1,0,6,7,4,25,3,1
KR_6749557021,420,-14,-8,-11,-1,0,1,1,0,-3,2,-26,7,0,1
KR_6747825308,420,17,9,28,1,-1,1,1,0,3,-6,-15,4,3,1
KR_6744134903,420,12,14,89,-1,1,1,1,0,2,0,4,14,1,1
KR_6747077009,420,8,5,18,1,1,-1,1,0,1,-6,4,4,6,1
KR_6742221552,440,-8,0,1,1,-1,1,1,0,-2,-2,10,24,2,1
KR_6744321601,420,6,7,-4,1,-1,1,0,0,3,-1,4,28,1,1
KR_6747791884,420,11,5,9,-1,1,1,0,0,2,0,4,-4,5,1
KR_6734236147,420,5,5,-8,1,1,-1,1,0,3,-3,10,1,1,1
KR_6742757490,420,3,6,15,-1,-1,1,1,0,2,8,29,-2,4,1
KR_6745634199,450,-8,-6,-11,-1,0,0,-1,0,1,0,-8,0,0,1
KR_6752036737,420,7,4,-11,1,-1,1,-1,0,0,6,5,8,2,1
KR_6716441747,420,10,9,89,1,1,-1,1,0,6,13,3,-7,4,1
KR_6749557132,420,6,4,41,1,-1,1,-1,0,0,-1,32,-12,6,1
KR_6744262473,420,4,1,42,-1,-1,1,1,0,3,3,-2,16,4,1
KR_6745286873,440,9,4,34,1,1,1,1,0,2,2,3,26,1,1
KR_6751850211,420,-19,-4,14,1,-1,1,-1,0,1,8,1,16,2,1
KR_6743173772,450,36,11,1,-1,0,0,1,0,2,-4,41,0,0,1
KR_6747671188,420,5,3,-19,1,1,1,1,0,1,9,-21,2,3,1
KR_6749424446,420,1,3,17,1,1,-1,0,0,3,9,-23,15,1,1
KR_6750230342,420,1,1,18,1,1,1,1,0,2,0,28,-2,3,1
KR_6747072715,420,12,5,-42,1,1,-1,1,0,0,4,-22,-12,6,1
KR_6749383731,450,55,16,28,1,0,0,1,0,3,0,-55,0,0,1
KR_6743364316,420,9,4,46,-1,1,-1,0,0,2,2,0,29,4,1
KR_6743974382,450,-49,-10,-11,1,0,0,-1,0,-4,0,43,0,0,1
KR_6745385542,420,-5,-4,-32,-1,-1,1,-1,0,-3,-2,120,-1,2,1
KR_6723143183,420,8,6,-1,-1,-1,-1,-1,0,3,3,-16,-8,3,1
KR_6749588925,430,17,18,-9,-1,0,1,1,0,6,2,3,45,0,1
KR_6747056469,420,-4,2,24,-1,-1,1,1,0,1,2,350,49,2,1
KR_6744866454,420,4,2,46,1,-1,1,1,0,1,25,-50,24,1,1
KR_6747933355,420,10,0,-7,1,-1,1,1,0,1,0,24,25,4,1
KR_6747401872,420,16,12,26,1,1,1,1,0,7,4,3,27,3,1
KR_6751325216,420,-2,-1,-17,1,-1,1,1,0,-1,9,24,17,4,1
KR_6746456366,420,4,3,-1,-1,1,-1,0,0,1,3,-20,-14,6,1
KR_6740229323,420,4,-1,83,-1,-1,-1,1,0,2,-1,9,-7,1,1
KR_6743236641,420,6,4,-15,-1,1,1,1,0,0,1,10,21,5,1
KR_6747841780,420,25,11,16,-1,1,1,1,0,4,2,1,-4,3,1
KR_6749548541,420,-2,-1,-53,1,1,1,1,0,-3,-5,-39,11,5,1
KR_6751668632,440,8,14,-18,1,1,1,-1,0,6,4,53,40,3,1
KR_6745139449,420,10,8,39,1,-1,1,1,0,1,-3,15,3,4,1
KR_6749110394,420,2,2,18,1,-1,-1,-1,0,1,5,-6,-2,2,1
KR_6736931847,420,-9,-3,14,-1,-1,1,-1,0,-1,-2,-19,-11,5,1
KR_6733751091,450,52,15,4,1,0,0,-1,0,3,0,0,0,0,1
KR_6744948636,420,11,10,36,1,1,1,1,0,4,-4,36,27,3,1
KR_6728907355,420,5,0,81,1,1,-1,1,0,0,6,-39,14,2,1
KR_6748834053,420,-9,-4,26,-1,1,1,1,0,1,-1,35,-1,3,1
KR_6743028463,420,16,11,8,1,1,1,1,0,2,-2,3,8,4,1
KR_6739893530,420,-12,-8,-20,-1,1,-1,-1,0,-2,6,-12,-18,3,1
